,대학이름,대학이름(번호),부서이름,부서이름(번호),강좌번호,강좌총수,학수번호,학수번호(분반),과목명,교수,총학수번호,1학년(신청),1학년(총),2학년(신청),2학년(총),3학년(신청),3학년(총),4학년(신청),4학년(총),교환학생(신청),교환학생(총),대학원생(신청),대학원생(총),전체(신청),전체(총)
1241,생명과학대학,4652,생과대,4719,9,23,LIST301,01, 분자생물학Ⅰ,"백경희,신정섭",LIST301-01,0,-,8,-,19,-,6,-,0,0,0,-,33,50 + 0
1242,생명과학대학,4652,생과대,4719,10,23,LIST301,02, 분자생물학Ⅰ(영강),"오은규,우재성",LIST301-02,1,-,14,-,16,-,9,-,2,6,0,-,42,44 + 6
1243,생명과학대학,4652,생과대,4719,11,23,LIST301,03, 분자생물학Ⅰ,이호정,LIST301-03,0,-,13,-,63,-,8,-,0,0,0,-,84,50 + 0
1244,생명과학대학,4652,생과대,4719,12,23,LIST303,01, 유전학Ⅰ(영강),"백자현,윤봉준",LIST303-01,3,-,9,-,2,-,2,-,14,7,0,-,30,53 + 7
1245,생명과학대학,4652,생과대,4719,13,23,LIST303,02, 유전학Ⅰ,안지훈,LIST303-02,5,-,71,-,20,-,5,-,1,2,0,-,102,58 + 2
1246,생명과학대학,4652,생과대,4719,14,23,LIST303,03, 유전학Ⅰ,김욱,LIST303-03,4,-,44,-,33,-,4,-,0,3,0,-,85,60 + 3
1247,생명과학대학,4652,생과대,4719,15,23,LIST304,00, 유전학Ⅱ(영강),김지형,LIST304-00,0,-,4,-,11,-,1,-,0,7,0,-,16,50 + 7
1248,생명과학대학,4652,생과대,4719,16,23,LIST305,01, 생화학Ⅰ(영강),"김준,우재성",LIST305-01,1,-,5,-,20,-,5,-,3,4,0,-,34,30 + 4
1249,생명과학대학,4652,생과대,4719,17,23,LIST305,02, 생화학Ⅰ,"구승회,최무현",LIST305-02,0,-,1,-,0,-,0,-,0,2,0,-,1,48 + 2
1250,생명과학대학,4652,생과대,4719,18,23,LIST305,03, 생화학Ⅰ,이병천,LIST305-03,1,-,5,-,36,-,14,-,0,0,0,-,56,33 + 0
1251,생명과학대학,4652,생과대,4719,19,23,LIST305,04, 생화학Ⅰ(영강),정철희,LIST305-04,0,-,6,-,37,-,12,-,3,7,0,-,58,50 + 7
1252,생명과학대학,4652,생과대,4719,20,23,LIST307,01, 기능유전체학(영강),이철구,LIST307-01,0,-,5,-,1,-,2,-,1,4,0,-,9,30 + 4
1253,생명과학대학,4652,생과대,4719,21,23,LIST307,02, 기능유전체학(영강),지성욱,LIST307-02,0,-,8,-,51,-,36,-,5,10,0,-,100,70 + 10
1254,생명과학대학,4652,생과대,4719,22,23,LIST401,01, 암생물학,김형기,LIST401-01,0,-,0,-,20,-,32,-,1,2,0,-,53,40 + 2
1255,생명과학대학,4652,생과대,4719,23,23,LIST401,02, 암생물학(영강),고제상,LIST401-02,0,-,4,-,25,-,30,-,8,9,0,-,67,60 + 9
1256,생명과학대학,4652,생과부,4653,1,19,LIBS213,01, 생명과학실험II(계통분류학),김기중,LIBS213-01,0,-,7,-,19,-,10,-,0,0,0,-,36,19 + 0
1257,생명과학대학,4652,생과부,4653,2,19,LIBS213,02, 생명과학실험II(계통분류학),한경덕,LIBS213-02,0,-,3,-,2,-,0,-,0,0,0,-,5,19 + 0
1258,생명과학대학,4652,생과부,4653,3,19,LIBS215,00, 식물계통분류학,김기중,LIBS215-00,1,-,8,-,5,-,12,-,0,2,0,-,26,40 + 2
1259,생명과학대학,4652,생과부,4653,4,19,LIBS311,00, 인체분자유전학,강성만,LIBS311-00,0,-,6,-,14,-,5,-,0,2,0,-,25,58 + 2
1260,생명과학대학,4652,생과부,4653,5,19,LIBS313,00, 생명과학실험Ⅴ(면역학),박세호,LIBS313-00,0,-,2,-,14,-,10,-,0,0,0,-,26,19 + 0
1261,생명과학대학,4652,생과부,4653,6,19,LIBS315,01, 생명과학실험Ⅶ(신경생물학),"윤봉준,백자현",LIBS315-01,0,-,2,-,7,-,4,-,0,0,0,-,13,19 + 0
1262,생명과학대학,4652,생과부,4653,7,19,LIBS315,02, 생명과학실험Ⅶ(신경생물학),조용철,LIBS315-02,0,-,1,-,9,-,8,-,0,0,0,-,18,19 + 0
1263,생명과학대학,4652,생과부,4653,8,19,LIBS357,00, 생리학I,고영규,LIBS357-00,0,-,9,-,44,-,26,-,0,4,0,-,79,86 + 4
1264,생명과학대학,4652,생과부,4653,9,19,LIBS400,00, 생명과학최신동향세미나,안지훈,LIBS400-00,0,-,16,-,15,-,20,-,0,0,0,-,51,70 + 0
1265,생명과학대학,4652,생과부,4653,10,19,LIBS403,00, 인체대사학Ⅰ,구승회,LIBS403-00,0,-,1,-,23,-,26,-,1,1,0,-,51,29 + 1
1266,생명과학대학,4652,생과부,4653,11,19,LIBS407,00, 생명과학실험지도Ⅰ,홍정호,LIBS407-00,0,-,0,-,4,-,12,-,0,0,0,-,16,90 + 0
1267,생명과학대학,4652,생과부,4653,12,19,LIBS441,00, 신경생물학(영강),"윤봉준,백자현",LIBS441-00,1,-,2,-,24,-,27,-,2,6,0,-,56,40 + 6
1268,생명과학대학,4652,생과부,4653,13,19,LIBS443,01, 면역학I,박세호,LIBS443-01,0,-,3,-,16,-,4,-,0,2,0,-,23,58 + 2
1269,생명과학대학,4652,생과부,4653,14,19,LIBS443,02, 면역학I(영강),최해웅,LIBS443-02,0,-,1,-,24,-,27,-,4,6,0,-,56,44 + 6
1270,생명과학대학,4652,생과부,4653,15,19,LIBS447,00, 연구논문지도I,홍정호,LIBS447-00,0,-,0,-,4,-,28,-,0,0,0,-,32,90 + 0
1271,생명과학대학,4652,생과부,4653,16,19,LIBS453,00, 식물생명과학(영강),"백경희,오은규",LIBS453-00,0,-,4,-,10,-,22,-,8,8,0,-,44,58 + 8
1272,생명과학대학,4652,생과부,4653,17,19,LIBS464,00, 곤충학,윤태중,LIBS464-00,0,-,2,-,10,-,5,-,0,2,0,-,17,48 + 2
1273,생명과학대학,4652,생과부,4653,18,19,LIBS482,00, 분석생명과학,구만복,LIBS482-00,1,-,6,-,34,-,43,-,1,2,0,-,85,58 + 2
1274,생명과학대학,4652,생과부,4653,19,19,LIBS487,00, 식물발달분자생리학I,안지훈,LIBS487-00,0,-,2,-,15,-,14,-,1,1,0,-,32,29 + 1
1275,생명과학대학,4652,환생공,4656,1,18,LIET201,00, 생태학,손요환,LIET201-00,0,0,42,10,25,20,2,20,1,2,0,-,70,50 + 2
1276,생명과학대학,4652,환생공,4656,2,18,LIET219,00, 환경조경학,김민경,LIET219-00,0,-,14,-,51,-,18,-,0,1,0,-,83,39 + 1
1277,생명과학대학,4652,환생공,4656,3,18,LIET221,00, 미생물자원학,신현동,LIET221-00,1,-,19,-,7,-,4,-,0,1,0,-,31,39 + 1
1278,생명과학대학,4652,환생공,4656,4,18,LIET225,00, 환경미생물학(영강),박우준,LIET225-00,0,-,20,-,14,-,6,-,2,5,0,-,42,35 + 5
1279,생명과학대학,4652,환생공,4656,5,18,LIET227,00, 환경과학(영강),김태욱,LIET227-00,1,-,23,-,25,-,6,-,15,5,0,-,70,35 + 5
1280,생명과학대학,4652,환생공,4656,6,18,LIET235,00, 환경GIS및실습,서동조,LIET235-00,0,-,11,-,16,-,13,-,0,1,0,-,40,39 + 1
1281,생명과학대학,4652,환생공,4656,7,18,LIET237,00, 환경정보및계획학실습(영강),전성우,LIET237-00,0,0,9,20,17,10,6,10,0,0,0,-,32,40 + 0
1282,생명과학대학,4652,환생공,4656,8,18,LIET239,00, 환경분석화학및실험(영강),권정환,LIET239-00,0,-,7,-,12,-,8,-,2,3,0,-,29,26 + 3
1283,생명과학대학,4652,환생공,4656,9,18,LIET241,00, 바이오매스이용학(영강),최윤이,LIET241-00,0,-,29,-,43,-,22,-,1,5,0,-,95,35 + 5
1284,생명과학대학,4652,환생공,4656,10,18,LIET322,00, 동물다양성과보전,김왕규,LIET322-00,1,-,22,-,24,-,9,-,1,1,0,-,57,39 + 1
1285,생명과학대학,4652,환생공,4656,11,18,LIET339,00, 환경생화학,정진호,LIET339-00,0,0,14,10,13,10,1,20,0,2,0,-,28,40 + 2
1286,생명과학대학,4652,환생공,4656,12,18,LIET356,00, 목질주거환경,김규혁,LIET356-00,0,-,21,-,18,-,7,-,0,1,0,-,46,39 + 1
1287,생명과학대학,4652,환생공,4656,13,18,LIET363,00, 환경생물공학및실험,이한별,LIET363-00,0,0,2,0,46,15,32,15,0,0,0,-,80,30 + 0
1288,생명과학대학,4652,환생공,4656,14,18,LIET367,00, 환경과디자인의이해및실습,전진형,LIET367-00,0,-,3,-,16,-,13,-,1,1,0,-,33,20 + 1
1289,생명과학대학,4652,환생공,4656,15,18,LIET370,00, 조경표현기법및실습,,LIET370-00,0,-,7,-,14,-,6,-,0,1,0,-,27,21 + 1
1290,생명과학대학,4652,환생공,4656,16,18,LIET415,00, 식물환경학Ⅱ및실험,김민석,LIET415-00,0,-,2,-,34,-,33,-,0,0,0,-,69,20 + 0
1291,생명과학대학,4652,환생공,4656,17,18,LIET436,00, 시스템생태학(영강),Asia Khamzina,LIET436-00,0,-,9,-,31,-,26,-,1,7,0,-,67,50 + 7
1292,생명과학대학,4652,환생공,4656,18,18,LIET492,00, 지역및도시계획학,성현찬,LIET492-00,1,0,11,10,20,10,19,20,1,2,0,-,52,40 + 2
1293,생명과학대학,4652,기후변화,5186,1,1,CCST401,00, 기후변화경제학,김옥현,CCST401-00,0,-,0,-,6,-,2,-,0,1,0,-,8,30 + 1
1294,생명과학대학,4652,미생물,6607,1,1,MICT201,00, 미생물생지화학,"박우준,최윤이",MICT201-00,0,-,0,-,1,-,0,-,0,1,0,-,1,39 + 1
1295,생명과학대학,4652,생태조경,4425,1,1,LESF401,00, 조경관리학,김민경,LESF401-00,0,-,0,-,8,-,4,-,0,1,0,-,12,30 + 1
1296,생명과학대학,4652,식공,5564,1,13,LIFS219,00, 식품미생물학I(영강),류지훈,LIFS219-00,4,-,35,-,14,-,4,-,1,10,0,-,58,70 + 10
1297,생명과학대학,4652,식공,5564,2,13,LIFS221,00, 식품물리화학(영강),김경헌,LIFS221-00,0,-,11,-,24,-,7,-,0,6,0,-,42,44 + 6
1298,생명과학대학,4652,식공,5564,3,13,LIFS223,00, 식품화학I(영강),이광원,LIFS223-00,2,-,32,-,14,-,1,-,0,10,0,-,49,70 + 10
1299,생명과학대학,4652,식공,5564,4,13,LIFS323,00, 식품분석학,조동화,LIFS323-00,0,-,2,-,31,-,15,-,0,0,0,-,48,40 + 0
1300,생명과학대학,4652,식공,5564,5,13,LIFS325,00, 식품위생학,이민석,LIFS325-00,0,-,0,-,31,-,9,-,0,0,0,-,40,40 + 0
1301,생명과학대학,4652,식공,5564,6,13,LIFS329,00, 식품생화학I(영강),이성준,LIFS329-00,1,-,17,-,28,-,15,-,2,7,0,-,63,53 + 7
1302,생명과학대학,4652,식공,5564,7,13,LIFS331,00, 유가공학,김세헌,LIFS331-00,0,-,0,-,4,-,9,-,0,0,0,-,13,80 + 0
1303,생명과학대학,4652,식공,5564,8,13,LIFS337,00, 식품공학I,박현진,LIFS337-00,0,-,0,-,10,-,17,-,0,0,0,-,27,40 + 0
1304,생명과학대학,4652,식공,5564,9,13,LIFS339,00, 식품위생학실험,이민석,LIFS339-00,0,-,0,-,19,-,9,-,0,0,0,-,28,20 + 0
1305,생명과학대학,4652,식공,5564,10,13,LIFS340,00, 식품미생물학실험,"김세헌,류지훈",LIFS340-00,0,-,0,-,12,-,31,-,0,0,0,-,43,20 + 0
1306,생명과학대학,4652,식공,5564,11,13,LIFS341,00, 식품분석학실험,"박은영,조동화",LIFS341-00,0,-,0,-,21,-,34,-,0,0,0,-,55,20 + 0
1307,생명과학대학,4652,식공,5564,12,13,LIFS457,00, 과실채소류과학(영강),박은영,LIFS457-00,0,0,1,0,34,26,26,27,0,7,0,-,61,53 + 7
1308,생명과학대학,4652,식공,5564,13,13,LIFS463,00, 식품산업현장실습,"김세헌,이광원 김경헌,이성준 류지훈,박은영",LIFS463-00,0,-,1,-,19,-,28,-,0,0,0,-,48,39 + 0
1309,생명과학대학,4652,식자경,4657,1,12,LESE203,00, 자원경제학(영강),박호정,LESE203-00,0,-,9,-,69,-,43,-,1,7,0,-,122,53 + 7
1310,생명과학대학,4652,식자경,4657,2,12,LESE207,00, 응용계량경제학(영강),서병선,LESE207-00,0,-,11,-,41,-,15,-,0,6,0,-,67,44 + 6
1311,생명과학대학,4652,식자경,4657,3,12,LESE209,00, 미시경제분석,최동걸,LESE209-00,6,-,60,-,54,-,16,-,0,4,0,-,136,96 + 4
1312,생명과학대학,4652,식자경,4657,4,12,LESE218,00, 식품산업조직론(영강),한두봉,LESE218-00,0,-,8,-,45,-,22,-,0,10,0,-,75,70 + 10
1313,생명과학대학,4652,식자경,4657,5,12,LESE304,00, 자원환경정책,이나영,LESE304-00,0,-,8,-,70,-,50,-,0,2,0,-,128,58 + 2
1314,생명과학대학,4652,식자경,4657,6,12,LESE313,00, 불확실성과경제행위(영강),서동희,LESE313-00,0,-,9,-,55,-,43,-,0,13,0,-,107,87 + 13
1315,생명과학대학,4652,식자경,4657,7,12,LESE314,00, 국제농산물무역론(영강),임송수,LESE314-00,0,-,9,-,43,-,19,-,4,9,0,-,75,61 + 9
1316,생명과학대학,4652,식자경,4657,8,12,LESE319,00, 응용재무경제학,고영술,LESE319-00,0,-,9,-,48,-,31,-,0,2,0,-,88,48 + 2
1317,생명과학대학,4652,식자경,4657,9,12,LESE407,00, 부동산경제론,이나영,LESE407-00,0,-,5,-,54,-,47,-,0,3,0,-,106,67 + 3
1318,생명과학대학,4652,식자경,4657,10,12,LESE408,00, 계량분석론,서병선,LESE408-00,0,0,0,0,4,30,11,18,0,2,0,-,15,48 + 2
1319,생명과학대학,4652,식자경,4657,11,12,LESE412,00, 농식품가격분석론,양승룡,LESE412-00,0,0,0,0,7,24,3,24,0,2,0,-,10,48 + 2
1320,생명과학대학,4652,식자경,4657,12,12,LESE413,00, 법경제학,이효창,LESE413-00,0,-,12,-,48,-,35,-,0,3,0,-,95,72 + 3
1321,생명과학대학,4652,의과학,5019,1,1,PMP301,00, 연구지도I,윤철원,PMP301-00,0,-,0,-,0,-,2,-,0,0,0,-,2,20 + 0
1322,의과대학,0226,의예,0228,1,7,PMED165,00, 의과학연구기초Ⅰ,"박석인,한기훈 김태우,황선욱 박해철,박성환 박만성,손기훈 이동민,김경미 최정민",PMED165-00,0,-,2,-,0,-,0,-,0,6,0,-,2,120 + 6
1323,의과대학,0226,의예,0228,2,7,PMED167,00, 돌봄과이해Ⅰ,"박건우,이영미 김현수,곽정면 윤영경,최새별 한갑수",PMED167-00,0,-,0,-,0,-,0,-,0,6,0,-,0,120 + 6
1324,의과대학,0226,의예,0228,3,7,PMED219,00, 의학통계학(이론및실습),안형진,PMED219-00,0,-,71,-,0,-,3,-,0,6,0,-,74,120 + 6
1325,의과대학,0226,의예,0228,4,7,PMED221,00, 세포생물학,김현수,PMED221-00,0,-,70,-,0,-,0,-,0,6,0,-,70,120 + 6
1326,의과대학,0226,의예,0228,5,7,PMED223,00, 기초형태학실습,"김현,엄창섭 선웅,오준서 김현수,이동민",PMED223-00,0,-,71,-,0,-,0,-,0,6,0,-,71,120 + 6
1327,의과대학,0226,의예,0228,6,7,PMED225,00, 의과학연구기초Ⅱ,"신옥,황종익 김현수,전옥희",PMED225-00,0,-,71,-,0,-,0,-,0,6,0,-,71,120 + 6
1328,의과대학,0226,의예,0228,7,7,PMED227,00, 돌봄과이해Ⅲ,"박건우,곽정면 김양현",PMED227-00,0,-,70,-,0,-,0,-,0,6,0,-,70,120 + 6
1329,의과대학,0226,의학,0229,1,64,MEDI103,00, 생화학Ⅱ,"박석인,박길홍 손정원,박윤규 김명곤,이경미 김태우,김현경",MEDI103-00,58,-,0,-,0,-,0,-,0,6,0,-,58,120 + 6
1330,의과대학,0226,의학,0229,2,64,MEDI123,00, 해부학,"박선화,김현 엄창섭,유임주 선웅,김현수 이동민",MEDI123-00,58,-,0,-,0,-,0,-,0,6,0,-,58,120 + 6
1331,의과대학,0226,의학,0229,3,64,MEDI125,00, 생리학,"나흥식,한희철 윤영욱,김양인 박중진,황선욱 이민구,김경미",MEDI125-00,58,-,0,-,0,-,0,-,0,6,0,-,58,120 + 6
1332,의과대학,0226,의학,0229,4,64,MEDI127,00, 조직학,"박선화,김현 엄창섭,유임주 선웅,오준서 김현수,안효현 이동민",MEDI127-00,59,-,0,-,0,-,0,-,0,6,0,-,59,120 + 6
1333,의과대학,0226,의학,0229,5,64,MEDI129,00, 기초신경과학,"박선화,나흥식 김현,한희철 윤영욱,엄창섭 유임주,박건우 김양인,선웅 박중진,황선욱 오준서,이민구 김현수,이동민 김경미",MEDI129-00,58,-,0,-,0,-,0,-,0,6,0,-,58,120 + 6
1334,의과대학,0226,의학,0229,6,64,MEDI213,00, 순환기학,"나흥식,신경호 서홍석,김영훈 박창규,임도선 송우혁,선경 신재승,조원민 나승운,홍순준 김진원,백만종 손호성,박성미 장기영,김응주 김현수,김성환 임상엽,최철웅 최종일,나진오 김용현,최",MEDI213-00,0,-,22,-,0,-,0,-,0,6,0,-,22,120 + 6
1335,의과대학,0226,의학,0229,7,64,MEDI225,00, 면역학,"권정현,김병근 손정원,조윤정 권영주,이정화 기선호,이경미 지종대,김태우 금보라,박경화 송대진,허규영 유영,박만성 서원희",MEDI225-00,0,-,22,-,0,-,0,-,0,6,0,-,22,120 + 6
1336,의과대학,0226,의학,0229,8,64,MEDI227,00, 산부인과학,"김해중,김탁 이낙우,오민정 이재관,홍순철 신정호,이경욱 송재윤,조금준 박현태,홍진화 안기훈",MEDI227-00,0,-,22,-,0,-,0,-,0,6,0,-,22,120 + 6
1337,의과대학,0226,의학,0229,9,64,MEDI229,00, 소아과학,"은백린,이정화 최병민,장기영 은소희,임형은 이영준,심정옥 변정혜,하기수",MEDI229-00,0,-,22,-,0,-,0,-,0,6,0,-,22,120 + 6
1338,의과대학,0226,의학,0229,10,64,MEDI233,00, 호흡기학,"정원재,권정현 이영석,김병근 최수인,김수아 김유진,강은영 인광호,오유환 윤영욱,심재정 신철,이상엽 이기열,김제형 신봉경,이승룡 김현구,이성호 김성은,김현수 송대진,허규영 유영,용환",MEDI233-00,0,-,22,-,0,-,0,-,0,6,0,-,22,120 + 6
1339,의과대학,0226,의학,0229,11,64,MEDI235,00, 신장학,"조치현,박금보래 조원용,이정구 유기환,천준 권영주,차대룡 조상경,박홍석 성득제,배재현 강석호,박재영 고강지,임형은 오미미,김명규 어재선,차진주 오세원,안신영",MEDI235-00,0,-,22,-,0,-,0,-,0,6,0,-,22,120 + 6
1340,의과대학,0226,의학,0229,12,64,MEDI237,00, 정신의학,"김승현,김용구 한창수,이헌정 고영훈,함병주 이문수,윤호경 한규만",MEDI237-00,0,-,21,-,0,-,0,-,0,6,0,-,21,120 + 6
1341,의과대학,0226,의학,0229,13,64,MEDI243,00, 진료수행연습Ⅰ,"정원재,이영석 나흥식,조원용 이정구,권영주 박창규,차대룡 문두건,이상엽 조상경,박성미 신정호,용환석 고강지,임형은 김명규,심재민 염석규,민경진 차진주,주형준 오세원,최훈 안신영,하",MEDI243-00,0,-,20,-,0,-,0,-,0,1,0,-,20,20 + 1
1342,의과대학,0226,의학,0229,14,64,MEDI245,00, 의학오디세이Ⅰ,오재령,MEDI245-00,0,-,3,-,0,-,0,-,0,1,0,-,3,20 + 1
1343,의과대학,0226,의학,0229,15,64,MEDI245,01, 의학오디세이Ⅰ,김승종,MEDI245-01,0,-,4,-,0,-,0,-,0,1,0,-,4,20 + 1
1344,의과대학,0226,의학,0229,16,64,MEDI245,02, 의학오디세이Ⅰ,"고재철,이정구 조경환,한승범 김도훈,남가은 전상호",MEDI245-02,0,-,1,-,0,-,0,-,0,1,0,-,1,20 + 1
1345,의과대학,0226,의학,0229,17,64,MEDI245,03, 의학오디세이Ⅰ,"박석원,박주현 조경환,김선미 김도훈,김양현 남가은",MEDI245-03,0,-,2,-,0,-,0,-,0,1,0,-,2,20 + 1
1346,의과대학,0226,의학,0229,18,64,MEDI245,04, 의학오디세이Ⅰ,"김남렬,김한겸 송진원",MEDI245-04,0,-,12,-,0,-,0,-,0,1,0,-,12,20 + 1
1347,의과대학,0226,의학,0229,19,64,MEDI245,05, 의학오디세이Ⅰ,"박재영,민두재",MEDI245-05,0,-,0,-,0,-,0,-,0,1,0,-,0,20 + 1
1348,의과대학,0226,의학,0229,20,64,MEDI245,06, 의학오디세이Ⅰ,박성흠,MEDI245-06,0,-,0,-,0,-,0,-,0,1,0,-,0,20 + 1
1349,의과대학,0226,의학,0229,21,64,MEDI245,07, 의학오디세이Ⅰ,최종일,MEDI245-07,0,-,1,-,0,-,0,-,0,1,0,-,1,20 + 1
1350,의과대학,0226,의학,0229,22,64,MEDI247,00, 예방의학I,"이은일,안형식 최재욱,윤석준 천병철,이원진",MEDI247-00,0,-,20,-,0,-,0,-,0,6,0,-,20,120 + 6
1351,의과대학,0226,의학,0229,23,64,MEDI251,00, 환자·의사·사회I:환자와의사,"장원진,이수현 최윤선,이영미 조금준,최새별 강은주,최윤지 안신영,김양현 장영우,김정아",MEDI251-00,0,-,18,-,0,-,0,-,0,6,0,-,18,120 + 6
1352,의과대학,0226,의학,0229,24,64,MEDI301,00, 심장내과학임상실습,"나승운,임상엽 최철웅,박재형",MEDI301-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1353,의과대학,0226,의학,0229,25,64,MEDI302,00, 소화기내과학임상실습,"금보라,김승영 이영선",MEDI302-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1354,의과대학,0226,의학,0229,26,64,MEDI303,00, 호흡기내과학임상실습,"이영석,김병근 이승룡",MEDI303-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1355,의과대학,0226,의학,0229,27,64,MEDI304,00, 혈액종양내과학임상실습,"성화정,김대식 최윤지",MEDI304-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1356,의과대학,0226,의학,0229,28,64,MEDI305,00, 신장내과학임상실습,"조원용,고강지 차진주,오세원",MEDI305-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1357,의과대학,0226,의학,0229,29,64,MEDI306,00, 감염내과학임상실습,"손장욱,송준영 최원석,윤영경",MEDI306-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1358,의과대학,0226,의학,0229,30,64,MEDI307,00, 내분비내과학임상실습,"서지아,류혜진 김경진",MEDI307-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1359,의과대학,0226,의학,0229,31,64,MEDI313,00, 가정의학임상실습,"조경환,김선미 김도훈",MEDI313-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1360,의과대학,0226,의학,0229,32,64,MEDI317,00, 영상의학임상실습,"차상훈,염석규 유인선,송성은",MEDI317-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1361,의과대학,0226,의학,0229,33,64,MEDI329,00, 임상종합평가I,신정호,MEDI329-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1362,의과대학,0226,의학,0229,34,64,MEDI333,00, 류마티스내과학임상실습,"송관규,이영호 최성재",MEDI333-00,0,-,0,-,46,-,0,-,0,6,0,-,46,120 + 6
1363,의과대학,0226,의학,0229,35,64,MEDI405,00, 정형외과학임상실습,"서승우,배지훈 정웅교",MEDI405-00,0,-,0,-,0,-,24,-,0,6,0,-,24,120 + 6
1364,의과대학,0226,의학,0229,36,64,MEDI406,00, 흉부외과학임상실습,"신재승,조원민 정재호,유양기",MEDI406-00,0,-,0,-,0,-,21,-,0,6,0,-,21,120 + 6
1365,의과대학,0226,의학,0229,37,64,MEDI407,00, 성형외과학임상실습,"윤을식,동은상 김덕우,정성호",MEDI407-00,0,-,0,-,0,-,23,-,0,6,0,-,23,120 + 6
1366,의과대학,0226,의학,0229,38,64,MEDI408,00, 신경외과학임상실습,"임동준,하성곤 허준석",MEDI408-00,0,-,0,-,0,-,22,-,0,6,0,-,22,120 + 6
1367,의과대학,0226,의학,0229,39,64,MEDI409,00, 안과학임상실습,"백세현,김성우 유정권,윤철민",MEDI409-00,0,-,0,-,0,-,41,-,0,6,0,-,41,120 + 6
1368,의과대학,0226,의학,0229,40,64,MEDI410,00, 이비인후과학임상실습,"채성원,임기정 조재구,나윤찬",MEDI410-00,0,-,0,-,0,-,29,-,0,6,0,-,29,120 + 6
1369,의과대학,0226,의학,0229,41,64,MEDI411,00, 비뇨기과학임상실습,"박홍석,강석호 박재영",MEDI411-00,0,-,0,-,0,-,18,-,0,6,0,-,18,120 + 6
1370,의과대학,0226,의학,0229,42,64,MEDI412,00, 피부과학임상실습,"안효현,유화정 백유상",MEDI412-00,0,-,0,-,0,-,35,-,0,6,0,-,35,120 + 6
1371,의과대학,0226,의학,0229,43,64,MEDI414,00, 마취통증의학임상실습,"김재환,최성욱 민두재,임병건",MEDI414-00,0,-,0,-,0,-,31,-,0,6,0,-,31,120 + 6
1372,의과대학,0226,의학,0229,44,64,MEDI416,00, 핵의학임상실습,"권현우,김성은 어재선",MEDI416-00,0,-,0,-,0,-,13,-,0,6,0,-,13,120 + 6
1373,의과대학,0226,의학,0229,45,64,MEDI417,00, 재활의학임상실습,"강윤규,윤준식 김동휘,편성범",MEDI417-00,0,-,0,-,0,-,30,-,0,6,0,-,30,120 + 6
1374,의과대학,0226,의학,0229,46,64,MEDI420,00, 병리학임상실습,"이영석,이응석 신봉경,최정우",MEDI420-00,0,-,0,-,0,-,23,-,0,6,0,-,23,120 + 6
1375,의과대학,0226,의학,0229,47,64,MEDI439,00, 직업환경의학임상실습,박종태,MEDI439-00,0,-,0,-,0,-,4,-,0,6,0,-,4,120 + 6
1376,의과대학,0226,의학,0229,48,64,MEDI441,00, 전공탐색Ⅰ,송준영,MEDI441-00,0,-,0,-,0,-,25,-,0,6,0,-,25,120 + 6
1377,의과대학,0226,의학,0229,49,64,MEDI441,01, 전공탐색Ⅰ,신정호,MEDI441-01,0,-,0,-,0,-,33,-,0,6,0,-,33,120 + 6
1378,의과대학,0226,의학,0229,50,64,MEDI441,02, 전공탐색Ⅰ,이영미,MEDI441-02,0,-,0,-,0,-,11,-,0,6,0,-,11,120 + 6
1379,의과대학,0226,의학,0229,51,64,MEDI441,03, 전공탐색Ⅰ,박석인,MEDI441-03,0,-,0,-,0,-,17,-,0,6,0,-,17,120 + 6
1380,의과대학,0226,의학,0229,52,64,MEDI443,00, 전공탐색Ⅱ,송준영,MEDI443-00,0,-,0,-,0,-,29,-,0,6,0,-,29,120 + 6
1381,의과대학,0226,의학,0229,53,64,MEDI443,01, 전공탐색Ⅱ,신정호,MEDI443-01,0,-,0,-,0,-,28,-,0,6,0,-,28,120 + 6
1382,의과대학,0226,의학,0229,54,64,MEDI443,02, 전공탐색Ⅱ,이영미,MEDI443-02,0,-,0,-,0,-,10,-,0,6,0,-,10,120 + 6
1383,의과대학,0226,의학,0229,55,64,MEDI443,03, 전공탐색Ⅱ,박석인,MEDI443-03,0,-,0,-,0,-,18,-,0,6,0,-,18,120 + 6
1384,의과대학,0226,의학,0229,56,64,MEDI445,00, 교외임상실습Ⅰ,이영미,MEDI445-00,0,-,0,-,0,-,1,-,0,6,0,-,1,120 + 6
1385,의과대학,0226,의학,0229,57,64,MEDI447,00, 교외임상실습Ⅱ,이영미,MEDI447-00,0,-,0,-,0,-,1,-,0,6,0,-,1,120 + 6
1386,의과대학,0226,의학,0229,58,64,MEDI449,00, 몰입형의과학연구실습,박석인,MEDI449-00,0,-,0,-,0,-,18,-,0,6,0,-,18,120 + 6
